aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,country_of_origin,variety,processing_method
7.5,7.5,7.560295664077027,7.560295664077027,7.5,7.560295664077027,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.193557690935031,7.889445704748747,7.782884618129938,7.69988122244616,7.366877826762382,7.753003395683778,8.67,9.107550899567475,10.0,United States,Hawaiian Kona,Natural / Dry
7.5,7.5,7.5733730504355155,7.09408226782453,7.3466269495644845,7.09408226782453,10.0,10.0,10.0,Asia Pacific,Bourbon,Other
7.842128851230732,7.799677871923172,7.592128851230732,7.75,7.822773107384388,7.75,10.0,10.0,10.0,Taiwan,Catimor,Washed / Wet
6.935980265996882,7.1732702089975495,7.6101867173327395,7.452896774332071,7.83,8.43691650833519,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.54893212473296,6.939326058949195,6.95106787526704,6.810393934216236,7.17,7.390673941050805,10.0,10.0,10.0,Asia Pacific,Hawaiian Kona,Semi-washed / Semi-pulped
7.7883790190641715,7.566758038128342,7.368876752027807,6.433241961871658,7.132118713899465,7.618876752027807,9.33,10.317255771091979,6.475858408734759,Other,Other,Natural / Dry
7.75,7.780288911165621,7.5,7.469711088834379,7.469711088834379,7.469711088834379,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped
7.216487697771323,7.042298659992739,6.792298659992739,7.207701340007261,7.33,6.758786357764063,8.39352350661342,8.39352350661342,9.33,United States,Typica,Natural / Dry
7.903846238018669,7.823846238018669,7.426153761981331,7.823846238018669,7.343076744210329,7.58,10.0,10.0,10.0,Brazil,Catimor,Semi-washed / Semi-pulped
7.5,7.9984870206165075,7.280467518903986,7.7484870206165075,7.899766240548007,7.361980498287479,10.0,10.0,10.0,United States,Other,Other
7.224970266787934,7.051841550136426,7.25,7.119940533575868,7.33,7.144970266787934,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.340521602427439,7.42,7.119133825553561,7.775433087223219,7.170521602427439,7.724045310349341,10.0,10.0,10.0,United States,Bourbon,Washed / Wet
7.499319952597076,7.499319952597076,7.832125148134137,7.5,7.67,7.67076505332829,10.0,10.0,10.0,Central America,Yellow Bourbon,Pulped natural / honey
8.187930007107617,7.791145197441258,7.784537602274438,7.83,7.614537602274438,7.635462397725562,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.5,7.3729584881937065,7.25,7.25,7.3770415118062935,7.3770415118062935,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.5,7.5,7.340090075045924,7.340090075045924,7.5,7.340090075045924,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
6.862767946044737,7.007347736141331,7.0,7.307232053955263,6.798188155948141,7.0645797900965945,10.0,10.0,10.0,Taiwan,Peaberry,Other
7.706465218307451,7.5,7.347160102732918,7.25,7.597160102732918,7.803625321040369,10.0,10.0,10.0,United States,Arusha,Semi-washed / Semi-pulped
7.313794441147218,7.42,7.358809882404946,7.75,7.450610500055255,7.67,10.0,10.0,10.0,Mexico,Hawaiian Kona,Washed / Wet
7.935227973423237,7.992868529898858,8.05764055647562,7.992868529898858,7.742868529898858,7.054718887048758,10.0,10.0,10.0,United States,Typica,Washed / Wet
7.207629358996215,7.292370641003785,7.269939125178252,7.057568484174467,7.58,7.562309766182037,10.0,10.0,10.0,Central America,Typica,Natural / Dry
7.585270706386903,7.115426747912382,6.834729293613097,7.5,7.222713373956191,6.914729293613097,8.444885335138576,10.0,10.0,Asia Pacific,Hawaiian Kona,Semi-washed / Semi-pulped
7.67,7.5,7.261774357112111,7.261774357112111,7.67,7.605787630223164,10.0,10.0,10.0,Taiwan,Bourbon,Washed / Wet
7.655812294040095,7.4241877059599055,7.594187705959905,7.5,7.905812294040095,7.183086581124705,10.0,10.0,10.0,Colombia,Mundo Novo,Washed / Wet
7.75,8.162089772004927,8.192310816968279,8.507916998093009,7.698131272958423,8.162089772004927,9.33,9.33,9.33,United States,Other,Other
6.938746499135877,6.938746499135877,7.25,6.933527764299236,7.17,7.244781265163359,10.0,10.0,10.0,Taiwan,Other,Washed / Wet
7.093498265671353,7.093498265671353,6.923498265671353,7.093498265671353,7.25,7.25,10.0,10.0,10.0,Taiwan,Other,Other
7.551839831688819,7.08,7.107957726264085,7.17,7.773882105424734,7.312042273735915,10.0,10.0,10.0,United States,Other,Natural / Dry
7.190088605541649,6.464247949325954,6.874247949325954,7.494070738242656,7.494070738242656,6.874247949325954,10.0,10.0,10.0,Taiwan,Other,Washed / Wet
7.267009220291984,7.979114099013131,7.4254429504934345,7.908433730201452,7.246123319305114,7.1870092202919835,9.33,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.482183141333073,7.35615167843099,7.5,7.81384832156901,7.577937074195834,7.876031462902083,9.33,9.33,9.33,Brazil,Bourbon,Natural / Dry
7.564494524707185,7.58,7.685505475292815,7.593782644704724,7.5,7.513782644704724,10.0,10.0,10.0,Brazil,Yellow Bourbon,Washed / Wet
8.191800666822626,7.023782563172678,6.91732729878335,7.382910528778655,7.106455264389328,6.893544735610672,10.0,10.0,10.0,Taiwan,Peaberry,Natural / Dry
7.603938032960483,7.42,7.353938032960483,7.470868320041026,7.33,7.33,10.0,10.0,10.0,Haiti,Catimor,Washed / Wet
8.552426946675117,8.021220430797072,7.468793484121954,7.740013914919025,7.490013914919025,7.84997217016195,10.0,10.0,10.0,United States,Bourbon,Semi-washed / Semi-pulped
7.892526138481025,8.062526138481024,8.195394182753201,7.75,7.857473861518975,8.302868044272177,10.0,10.0,10.0,Brazil,Hawaiian Kona,Semi-washed / Semi-pulped
7.11933560085064,7.317335114954075,7.645111543019169,7.527112028915735,7.83,8.327776428065095,10.0,10.0,10.0,United States,Hawaiian Kona,Natural / Dry
7.353403186639038,7.2008922063635294,7.345914166914546,7.524978039448984,7.4434031866390375,7.83,9.33,9.33,9.33,United States,Bourbon,Other
7.656534418473651,7.653663255752306,7.346336744247694,7.5,7.823663255752306,7.173465581526349,10.0,10.0,10.0,Brazil,Other,Washed / Wet
7.420861022226364,6.867907539566657,7.7238145048860725,7.749138977773636,7.290212076451238,7.5261854951139275,9.33,9.33,9.33,Brazil,Other,Other
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
8.016138703656697,7.83,7.846138703656696,7.3877225926866075,7.199566551072825,7.233861296343304,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.585459648931103,7.585459648931103,7.676142105047491,7.585459648931103,7.494540351068897,7.494540351068897,10.0,10.0,10.0,East Africa,Other,Washed / Wet
7.67,7.802594229085697,7.475249774547907,7.697844003633604,7.67,7.854750225452093,10.0,10.0,10.0,Taiwan,Typica,Other
7.135211277472978,7.135211277472978,6.926073964630078,7.135211277472978,7.25,7.25,10.0,10.0,10.0,Taiwan,Other,Semi-washed / Semi-pulped
8.0,8.000436561852984,8.001364255790575,7.830436561852984,7.830436561852984,7.75,10.0,10.0,10.0,United States,Other,Washed / Wet
7.357006580085508,7.7814967099572465,7.705433798701902,7.611496709957247,7.607006580085508,7.67,10.0,10.0,10.0,Asia Pacific,Hawaiian Kona,Other
7.394235691461417,7.9759928692263085,8.561071495701714,7.879771439312274,7.92,7.700228560687726,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Other
7.989796984300214,7.978318591637954,8.0,7.818521607337741,7.818521607337741,7.739796984300214,10.0,10.0,10.0,United States,Other,Washed / Wet
6.6737479137725035,7.012398664814402,6.662548581365303,7.42,7.17,7.158800667592799,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.626251468799208,7.353999529984253,7.212000940031493,7.33,7.67,7.640250998783461,9.33,8.777246063618122,10.0,Brazil,Yellow Bourbon,Washed / Wet
7.625707659722674,6.735135794525479,6.92,7.375707659722674,7.764864205474521,7.730571865197195,9.33,9.33,9.33,Peru,Typica,Washed / Wet
7.406618722947604,7.33,7.483237445895208,7.5,7.662814786263658,8.385485741370127,9.33,10.0,10.0,Brazil,Other,Semi-washed / Semi-pulped
7.78651183036063,7.820875905994164,7.7236938681773974,7.635635924366466,7.614364075633534,7.597182037816768,10.0,10.0,7.614364075633534,Other,Other,Other
7.440384107357777,7.440384107357777,7.639615892642223,7.5,7.58,7.58,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.854317448768964,7.774317448768964,7.905992027403013,7.905992027403013,7.42,8.204626924940941,9.33,10.0,10.0,United States,Caturra,Natural / Dry
7.67,7.861543843415806,7.718456156584194,7.432969332741414,7.682969332741414,7.481425489325608,10.0,10.0,7.682969332741414,Other,Other,Washed / Wet
7.615148529316512,7.684529778911688,7.180618750404824,7.180618750404824,7.7798391541141,7.2201608458859,9.33,9.33,9.33,Brazil,Hawaiian Kona,Other
7.127666066488375,7.306187162399711,7.148833033244188,7.42,7.25,7.056187162399711,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.75,7.497463736793019,7.752536263206981,7.497463736793019,7.497463736793019,7.58,10.0,10.0,10.0,East Africa,Ruiru 11,Washed / Wet
7.17,7.059246705339179,7.268447373031841,7.42,7.268447373031841,7.348447373031841,10.0,10.0,10.0,Taiwan,Catuai,Natural / Dry
7.235646790825305,7.405646790825305,7.675167155302891,7.570239817761207,7.83,8.274113391413488,10.0,10.0,10.0,Other,Hawaiian Kona,Washed / Wet
7.194647474005283,7.33,7.117903504946149,7.142550978951432,6.917198452956716,6.863246700483641,8.67,10.0,10.0,Mexico,Yellow Bourbon,Natural / Dry
7.75,7.775406596409656,7.605406596409656,7.75,7.75,7.67,10.0,10.0,10.0,Taiwan,Other,Natural / Dry
7.253352143373991,7.246647856626009,7.253352143373991,7.24287669533027,7.07287669533027,6.996647856626009,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.633604384300762,7.789054932338357,7.75,7.75,7.883604384300762,7.752659316639119,10.0,10.0,10.0,Peru,Other,Other
6.478898786081409,6.60525941160153,6.398842830627391,6.692426249653252,6.786472536428156,6.761213124826626,9.33,9.33,6.504102242228922,United States,Other,Natural / Dry
8.100594385332473,7.8365902033063914,7.83,7.75,7.656819593387218,7.565995817973919,9.33,10.0,9.274807047308975,Taiwan,Hawaiian Kona,Natural / Dry
7.1694128917021045,7.381575749310653,7.250587108297895,7.1694128917021045,7.025200766357431,7.0,8.67,10.0,10.0,Mexico,Typica,Other
8.284020611298592,6.649665740456678,6.715979388701408,7.33,7.002539833282202,6.851146518473068,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.24054527109176,7.161029956506656,7.25,7.5,7.5,7.579515314585103,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
7.18112740717378,7.362410631918221,7.30774518565244,7.702566449488882,7.33,7.31887259282622,9.33,10.0,10.0,Brazil,Other,Other
7.648107545539209,7.431892454460791,7.42,7.351892454460791,7.2533790112683905,7.42,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.836499987986713,7.586499987986713,7.42,7.322687513514948,7.413500012013287,7.506499987986713,10.0,10.0,10.0,Asia Pacific,Arusha,Other
7.5,7.5,7.5859521664694505,7.5,7.5859521664694505,7.5859521664694505,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped
7.146066336872475,7.550859034145991,6.845207302726484,7.279140965854009,7.771718068291982,7.353933663127525,9.33,10.0,10.0,Other,Other,Washed / Wet
6.8963870828771805,7.205143216356483,7.486100650164215,7.33,7.33,7.558756133479302,10.0,10.0,10.0,Asia Pacific,Typica,Semi-washed / Semi-pulped
8.33,7.975166876688669,8.036519298987251,8.0,7.75,8.02483312331133,10.0,10.0,10.0,Brazil,Catimor,Other
7.83,7.75,7.364521403049866,7.898953151024043,7.997572294902048,7.433474554073909,9.33,10.0,10.0,Taiwan,Other,Natural / Dry
7.422915870419626,6.806640985911215,6.847450230983178,7.25,7.389556856330842,7.383725115491589,9.629267797194393,9.33,9.33,Brazil,Other,Other
7.94469142925163,7.94469142925163,8.117530712840285,8.478147854337022,7.94469142925163,8.342839283588653,10.0,10.0,10.0,Peru,Sumatra,Washed / Wet
7.876669002330683,7.781252627622019,8.055409367716615,8.0,7.873330997669317,7.92,10.0,10.0,7.873330997669317,Other,Other,Washed / Wet
7.12924016854552,7.483931675475901,7.25,7.556828155978579,7.266068324524099,7.33,10.0,10.0,10.0,Haiti,Catuai,Semi-washed / Semi-pulped
7.87866845172832,7.72566577413584,7.930378681689659,7.80171022996134,7.906044455825499,7.77433422586416,9.33,10.0,10.0,Peru,Hawaiian Kona,Washed / Wet
7.771310798689432,8.443926096661691,7.771310798689432,8.308689201310568,7.462621597378863,7.978689201310568,10.0,10.0,10.0,Asia Pacific,Bourbon,Semi-washed / Semi-pulped
7.990728711967608,7.607130033806571,7.259271288032392,7.009271288032392,7.08,7.08,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.5,7.4711901855080285,7.42,7.391190185508028,7.5288098144919715,7.42,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.602920313131603,8.209624021463739,7.892544334595342,7.897079686868397,7.75,7.504535352273054,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
6.87377432221191,7.531433460895902,6.968566539104098,7.609584433784378,7.54622567778809,7.08,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
8.33,7.8973796891907675,8.150912221778283,8.0,7.75,8.102620310809233,10.0,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
7.67,7.33,7.17,7.702234613978302,8.202234613978302,7.453336712903173,10.0,10.0,10.0,East Africa,Peaberry,Other
7.483328602662593,7.08,6.686671397337407,7.266671397337407,7.423130298033225,6.92,10.0,9.080410801270956,10.0,Taiwan,Typica,Washed / Wet
7.341099730499341,7.1353133421895585,6.998139487567359,7.010626684379118,8.399373315620881,8.25,10.0,10.0,9.237039757068018,Brazil,Hawaiian Kona,Semi-washed / Semi-pulped
7.0437661609621145,7.211989656984247,6.755755817946361,7.104005171507876,7.123766160962115,6.343288139870589,8.125542664939982,8.125542664939982,9.33,Asia Pacific,Other,Natural / Dry
7.71287750410356,7.618113336980943,7.5,7.67,8.039104178065445,8.080990841084503,9.33,9.33,10.319199197215394,United States,Other,Other
7.25,7.416911901361542,7.983494681071491,7.67,8.066582779709949,7.8267473405357455,9.963165559419899,9.33,10.0,United States,Hawaiian Kona,Other
7.546528270682288,7.58,7.110494703435178,7.110494703435178,6.936775622399876,7.0,10.0,10.0,10.0,Asia Pacific,Other,Other
8.55271267385396,8.64271267385396,7.749823437412575,8.623980729487227,7.928731944366733,8.472712673853959,9.33,9.33,10.0,Other,Other,Washed / Wet
7.44780109313591,7.44780109313591,7.145287917212524,7.827225258710861,7.172774741289139,7.722513175923385,10.0,10.0,10.0,Mexico,Other,Washed / Wet
7.898592729269121,7.92,7.75,7.965490450303117,7.75,7.965490450303117,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Washed / Wet
7.83,7.731359479360859,7.690970585719033,7.4603888936418254,7.598640520639141,7.690970585719033,10.0,10.0,10.0,Brazil,Catimor,Semi-washed / Semi-pulped
8.314165992239564,8.290630965699169,7.92,7.943232486729802,8.314165992239564,8.0,9.33,9.33,10.475427923637904,Other,Other,Washed / Wet
7.731287870765463,7.67,7.938956214694157,7.518712129234537,7.884478107347078,7.83,10.0,10.0,10.0,Taiwan,Catimor,Other
7.155741131319132,6.742654522194704,6.5653090443894095,7.333456695437786,7.319197826756919,7.159197826756919,9.33,9.33,10.028949824291457,Asia Pacific,Other,Natural / Dry
7.75,7.83,7.651557511284038,8.0,8.137632777237384,7.866884977431925,10.0,10.0,10.0,Asia Pacific,Bourbon,Other
7.529653325248145,7.350881658076154,7.819118341923846,7.970346674751855,7.969291679299774,8.049291679299774,10.0,10.0,9.33,United States,Other,Washed / Wet
6.870967314447454,7.187857773824269,7.4952517667989165,7.33,7.33,7.566890459376815,10.0,10.0,10.0,United States,Arusha,Washed / Wet
8.073575638894413,8.002772593756214,7.440076128454959,8.0,7.676424361105587,7.92,10.0,10.0,7.676424361105587,Other,Other,Other
8.509822601290566,8.009822601290566,7.4976187633235,7.755060127937564,7.5023812366765,7.834762473353002,10.0,10.0,10.0,Brazil,Other,Washed / Wet
8.313830981755984,6.604498512490932,6.686169018244015,7.33,6.994409732248368,6.843919761998549,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry
7.8201868240301575,7.688535999054146,7.30274117786155,7.652554353831391,7.5701868240301575,7.67,9.33,10.0,10.0,Taiwan,Other,Natural / Dry
7.246194818509616,7.25,7.25,7.2517906736425335,7.081790673642534,7.0,10.0,10.0,10.0,Taiwan,Other,Washed / Wet
7.5,7.499432540172119,7.830567459827881,7.5,7.669432540172119,7.67,10.0,10.0,10.0,Asia Pacific,Yellow Bourbon,Pulped natural / honey
7.406296558224634,7.0,7.093703441775366,7.013703441775366,7.142593116449268,7.357406883550732,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry
7.5,7.5,7.451130651670614,7.25,7.5,7.5,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.391792617564275,7.23951669475981,6.98951669475981,7.01048330524019,7.33,7.131309312324085,9.83978909490527,9.83978909490527,9.33,Taiwan,Typica,Natural / Dry
7.843932693338454,7.300393026655787,7.851769833341334,7.315196513327893,7.558230166658666,7.800393026655787,10.0,10.0,9.33,Brazil,Typica,Washed / Wet
7.749890861911387,7.891919060864964,7.5710140994767885,6.886161878270071,7.722028198953577,7.5,10.0,10.0,7.42,Other,Other,Other
7.688753497386615,7.688753497386615,7.464576727158616,7.277906951703848,7.561246502613385,7.464576727158616,10.0,10.0,7.403330224545231,Other,Other,Other
7.5,7.5102754232316125,7.4897245767683875,7.5102754232316125,7.5102754232316125,7.67,10.0,10.0,10.0,United States,Sulawesi,Other
7.994707209433508,7.29247997379581,7.3964064083853405,7.6464064083853405,7.108886382181151,7.494707209433508,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.790170080459165,7.7854043729251865,7.459829919540835,7.209829919540835,7.08,7.08,10.0,10.0,10.0,Taiwan,Other,Other
7.420187669534191,7.08,7.170187669534191,7.170187669534191,7.5803336347274515,7.249833182636275,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Washed / Wet
7.220241336869279,7.349045544403661,7.199758663130721,7.220241336869279,7.05976410907111,7.0,8.67,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped
7.5,7.5,7.531602513527828,7.25,7.388397486472172,7.151242145225539,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.418477420730131,7.58,7.3816364332847675,7.5,7.75,7.248477420730131,10.0,10.0,10.0,Mexico,Other,Other
7.25,7.25,7.17,7.290140883964938,7.25,7.290140883964938,10.0,10.0,10.0,Taiwan,Other,Washed / Wet
8.143453612441407,7.85030515598125,7.83,7.75,7.6293896880375,7.536851543539844,9.33,10.0,9.15994431865703,United States,Other,Other
8.0,8.057586544347394,7.75,7.75,7.457628593261786,7.75,10.0,10.0,10.0,Asia Pacific,Java,Washed / Wet
7.306399876244547,6.934444100679297,6.4134662128966715,5.8387542904998115,7.645555899320703,6.133332302037889,9.33,10.0,9.154310189820515,Haiti,Typica,Washed / Wet
8.140508182452026,8.298579887710554,8.0,7.988071705258528,7.988071705258528,7.890508182452026,10.0,10.0,10.0,East Africa,Hawaiian Kona,Semi-washed / Semi-pulped
7.675928720011548,7.846468666698745,7.494730026656401,7.568801306644853,7.585269973343599,7.675928720011548,9.33,10.0,10.0,Taiwan,Caturra,Washed / Wet
8.80400597573038,8.30400597573038,7.42630158164112,7.9066091390126205,7.57369841835888,7.977396836717761,10.0,10.0,10.0,United States,Other,Other
7.275657906786995,7.019049741074985,7.121695917143995,7.67,7.33,7.121695917143995,10.0,10.0,10.0,Taiwan,Pache Comun,Natural / Dry
7.619403970559117,7.539403970559117,7.17,7.539403970559117,7.5,7.464329466879006,10.0,10.0,10.0,Asia Pacific,Catuai,Semi-washed / Semi-pulped
8.08,8.17,7.7298397499668345,8.092902560021226,7.736291029977448,7.83,10.0,10.0,10.0,United States,Hawaiian Kona,Other
8.002797162264388,7.83,7.885295091924604,7.614704908075396,8.400889416453378,8.287502070339784,9.33,9.33,10.0,Other,Other,Other
7.203200608805393,8.013234846466624,8.046799391194607,8.076634542063927,7.953564544727985,8.046435455272016,10.0,10.0,9.33,United States,Hawaiian Kona,Semi-washed / Semi-pulped
7.67,7.5,7.33,7.374949293552922,7.720567955247038,7.625050706447078,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
8.46457328592227,8.373814683117416,8.119620698597574,8.254193984519842,8.004193984519842,8.0,10.0,10.0,10.0,Brazil,Bourbon,Semi-washed / Semi-pulped
7.692504138792258,7.58,7.479996321073548,7.600003678926452,7.67,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Other
7.373308528455628,7.277472094512582,6.854089151423839,7.25,7.33,7.5992193770317895,10.0,10.0,10.0,Taiwan,Typica,Other
8.113093936349737,8.24032461474319,7.646581448907071,8.08,7.679675385256808,7.863093936349737,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Washed / Wet
7.969304885123727,7.626173435445575,7.280695114876273,7.030695114876273,7.08,7.08,10.0,10.0,10.0,Taiwan,Peaberry,Other
7.67039768267526,7.67039768267526,7.58,7.75,7.75,7.59039768267526,10.0,10.0,10.0,Taiwan,Ruiru 11,Natural / Dry
8.11666454356309,8.11666454356309,7.7520878449284325,7.846670912873819,8.153329087126181,7.9979121550715675,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.1517566384212055,6.725918762715992,6.56759451412642,7.33,7.33,7.188243361578794,9.28110779096883,9.33,10.0,Other,Typica,Washed / Wet
7.83,7.869658966590383,7.619658966590383,7.630341033409617,7.5,7.58,10.0,10.0,10.0,Brazil,Typica,Other
8.569108437812647,8.425445781093677,8.33,8.535084338308858,8.359638557215181,8.324554218906323,10.0,10.0,10.0,United States,Other,Washed / Wet
7.365698238583132,6.487046527261449,7.08,7.460160518406023,7.460160518406023,7.039839481593977,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.811149679921498,7.688850320078502,7.608850320078502,7.799943069833183,7.450056930166817,7.58,10.0,10.0,7.450056930166817,Other,Other,Other
7.6901160422382935,7.83,7.58,7.75,8.047253410243625,7.889883957761707,10.0,10.0,10.0,Asia Pacific,Other,Pulped natural / honey
7.918190562938449,7.794095281469224,7.5,7.794095281469224,7.544095281469224,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Washed / Wet
6.826377222007369,6.59271373297238,7.046295799922653,7.0164586440920855,7.202673021930022,6.576377222007369,10.25090904502025,4.828181909959499,9.418982223941047,Haiti,Typica,Washed / Wet
7.7433398365351085,7.645190965808986,7.5,7.67,8.12372176815308,8.138530802344095,9.33,9.33,10.545974338650256,United States,Hawaiian Kona,Washed / Wet
7.42,7.25,7.393870356535201,6.8004051358274955,6.9442754923626975,7.25,10.0,10.0,10.0,Taiwan,Catimor,Washed / Wet
7.387977167068083,7.5,7.266011416465958,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Typica,Semi-washed / Semi-pulped
8.0216681255824,7.9443766412802,7.602287107555001,8.0,7.7283318744176,7.92,10.0,10.0,7.7283318744176,Other,Other,Other
7.330216482891203,7.268947208366018,7.268947208366018,7.387461450949631,7.17,7.919783517108797,10.0,10.0,10.0,United States,Typica,Natural / Dry
7.859921332617153,7.770346506179664,7.449921332617153,7.17,7.089574826437489,7.089574826437489,10.0,10.0,10.0,Taiwan,Peaberry,Other
7.518320712616285,7.58,7.634826033229969,7.5,7.615173966770031,7.634826033229969,10.0,10.0,10.0,Brazil,Yellow Bourbon,Washed / Wet
7.25,7.790624678893317,7.5,7.495824884401594,7.817399897245862,7.42,10.0,10.0,10.0,Asia Pacific,Typica,Pulped natural / honey
7.418154242178272,7.58,7.381484349260363,7.5,7.75,7.248154242178272,10.0,10.0,10.0,Asia Pacific,Sulawesi,Semi-washed / Semi-pulped
7.83,7.930460591569993,7.247200014064418,7.930460591569993,7.438715154924707,7.3884848591397105,10.0,10.0,9.33,Asia Pacific,Catuai,Washed / Wet
7.998225944783402,7.83,7.8977601179242045,7.75,7.75,7.75,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.6874373346131515,7.58,7.5625626653868485,7.484500147010532,7.5,7.404500147010532,10.0,10.0,10.0,Asia Pacific,Typica,Pulped natural / honey
7.981550106889601,7.981550106889601,7.6952887938759105,8.03626131301369,7.86626131301369,7.981550106889601,10.0,10.0,10.0,United States,Typica,Semi-washed / Semi-pulped
7.595576405917568,7.5,7.42,7.42,7.296900137425167,7.42,10.0,10.0,10.0,Asia Pacific,Catimor,Washed / Wet
7.25,7.25,7.258408353318616,7.070540602516556,7.161591646681384,7.070540602516556,10.0,10.0,10.0,Other,Typica,Washed / Wet
7.4337417834130965,7.75,7.58,7.8962582165869035,7.744540493660266,7.4392012897528295,10.0,10.0,10.0,Mexico,Hawaiian Kona,Washed / Wet
7.42,7.099826619784999,7.400173380215001,7.569118432956877,7.25,7.400173380215001,10.0,10.0,10.0,Haiti,Pache Comun,Washed / Wet
7.609781591647328,7.75,7.609781591647328,7.75,7.640218408352672,7.439781591647328,10.0,10.0,10.0,United States,Typica,Other
7.379138738839748,7.661722522320505,7.459138738839748,8.175382882251577,7.998552702286042,7.957691441125789,8.67,8.67,8.987786937782886,United States,Yellow Bourbon,Semi-washed / Semi-pulped
7.478975774935555,7.42,7.25,7.83382159704321,7.382422911053827,7.302422911053827,10.0,10.0,10.0,Mexico,Typica,Washed / Wet
6.929230697131643,6.905158192913469,7.033303201349815,7.216696798650185,7.429230697131643,7.457466101518542,9.33,10.0,10.0,Peru,Other,Semi-washed / Semi-pulped
7.329987026999619,7.42,7.170012973000381,7.579987026999619,7.33,7.24001459462543,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.864465701009657,7.497581554820815,6.853457063116237,7.816542936883763,7.646542936883763,7.71550431894671,9.33,8.752448425222818,10.0,Asia Pacific,Yellow Bourbon,Natural / Dry
6.984672553543573,7.08,7.004492527409642,7.252114130545714,7.5,7.4266066579553565,9.33,10.0,10.0,United States,Other,Washed / Wet
6.833088626052919,6.674542097136645,6.663088626052919,7.17,7.091453471083726,7.091453471083726,10.0,10.0,8.67217282032621,Taiwan,Bourbon,Other
7.25,7.3600925863656235,7.118191724063236,7.17,7.1981917240632365,7.17,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.805681243002174,7.83,7.534064570115218,7.75,7.75,7.75,10.0,10.0,10.0,Asia Pacific,Java,Natural / Dry
8.066122583709609,7.465618215597739,7.58,7.864381784402261,7.743061291854804,7.708679507452543,9.33,10.0,10.0,Peru,Other,Natural / Dry
8.52729197526755,8.17,7.75,7.936866567914384,7.75,7.83,10.0,10.0,10.0,Taiwan,Bourbon,Natural / Dry
7.67,7.452829281071463,7.452829281071463,7.452829281071463,7.67,7.877170718928537,10.0,10.0,10.0,Asia Pacific,Catimor,Washed / Wet
7.75,7.731738558787595,7.768261441212405,7.692932996211235,7.981738558787595,7.731738558787595,10.0,10.0,10.0,Asia Pacific,Other,Other
7.853760864009011,8.058718251535138,7.919914775052255,7.58,7.58,7.853760864009011,5.199913087927911,10.0,10.0,Other,Hawaiian Kona,Natural / Dry
7.310307301201801,7.482495378846045,7.5,7.517504621153955,7.689692698798199,7.5,10.0,10.0,10.0,Asia Pacific,Caturra,Washed / Wet
7.460272110396528,7.231048418636928,7.268951581363072,7.598951581363072,7.441320529033456,7.348951581363072,8.513649453754656,10.0,10.0,Asia Pacific,Catimor,Natural / Dry
